FEATURE,VOCAB_SIZE,MAX_LEVEL,FEATURE_STEP_SIZE,STEP_SIZE,COLOUR_SPACE,USE_PHOW,CLASSIFIER,k/LAMBDA,accuracy
spatial pyramid, 200, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 14, 0.529333 
spatial pyramid, 200, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 15, 0.520000 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, support vector machine, 10.000000, 0.588667 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, support vector machine, 1.000000, 0.592000 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, support vector machine, 0.100000, 0.596000 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, support vector machine, 0.010000, 0.592000 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, support vector machine, 0.001000, 0.590667 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, support vector machine, 0.000100, 0.594000 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, support vector machine, 0.000010, 0.592667 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, support vector machine, 0.000110, 0.596000 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, support vector machine, 0.000010, 0.594000 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, support vector machine, 0.000020, 0.594000 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, support vector machine, 0.000030, 0.596667 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, support vector machine, 0.000040, 0.589333 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, support vector machine, 0.000050, 0.588667 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 1, 0.493333 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 2, 0.489333 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 3, 0.479333 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 4, 0.504000 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 5, 0.514000 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 6, 0.522667 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 7, 0.522000 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 8, 0.531333 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 9, 0.528000 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 10, 0.529333 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 11, 0.526000 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 12, 0.528667 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 13, 0.522667 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 14, 0.522000 
spatial pyramid, 400, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 15, 0.525333 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, support vector machine, 10.000000, 0.652667 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, support vector machine, 1.000000, 0.655333 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, support vector machine, 0.100000, 0.656667 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, support vector machine, 0.010000, 0.655333 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, support vector machine, 0.001000, 0.652667 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, support vector machine, 0.000100, 0.655333 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, support vector machine, 0.000010, 0.654667 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, support vector machine, 0.000110, 0.656000 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, support vector machine, 0.000010, 0.654000 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, support vector machine, 0.000020, 0.660667 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, support vector machine, 0.000030, 0.654667 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, support vector machine, 0.000040, 0.650000 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, support vector machine, 0.000050, 0.659333 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 1, 0.476000 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 2, 0.480667 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 3, 0.480000 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 4, 0.497333 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 5, 0.500667 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 6, 0.499333 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 7, 0.501333 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 8, 0.508000 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 9, 0.505333 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 10, 0.514000 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 11, 0.516000 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 12, 0.518000 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 13, 0.514667 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 14, 0.506000 
spatial pyramid, 1000, 1, 5, 100, GRAYSCALE, 0, nearest neighbor, 15, 0.508000 
spatial pyramid, 100, 1, 5, 100, RGB, 0, support vector machine, 10.000000, 0.521333 
spatial pyramid, 100, 1, 5, 100, RGB, 0, support vector machine, 1.000000, 0.516000 
spatial pyramid, 100, 1, 5, 100, RGB, 0, support vector machine, 0.100000, 0.564667 
spatial pyramid, 100, 1, 5, 100, RGB, 0, support vector machine, 0.010000, 0.512667 
spatial pyramid, 100, 1, 5, 100, RGB, 0, support vector machine, 0.001000, 0.540000 
spatial pyramid, 100, 1, 5, 100, RGB, 0, support vector machine, 0.000100, 0.544667 
spatial pyramid, 100, 1, 5, 100, RGB, 0, support vector machine, 0.000010, 0.502000 
spatial pyramid, 100, 1, 5, 100, RGB, 0, support vector machine, 0.000110, 0.472667 
spatial pyramid, 100, 1, 5, 100, RGB, 0, support vector machine, 0.000010, 0.506000 
spatial pyramid, 100, 1, 5, 100, RGB, 0, support vector machine, 0.000020, 0.543333 
spatial pyramid, 100, 1, 5, 100, RGB, 0, support vector machine, 0.000030, 0.528667 
spatial pyramid, 100, 1, 5, 100, RGB, 0, support vector machine, 0.000040, 0.492667 
spatial pyramid, 100, 1, 5, 100, RGB, 0, support vector machine, 0.000050, 0.546667 
spatial pyramid, 100, 1, 5, 100, RGB, 0, nearest neighbor, 1, 0.509333 
spatial pyramid, 100, 1, 5, 100, RGB, 0, nearest neighbor, 2, 0.458667 
spatial pyramid, 100, 1, 5, 100, RGB, 0, nearest neighbor, 3, 0.480000 
spatial pyramid, 100, 1, 5, 100, RGB, 0, nearest neighbor, 4, 0.494667 
spatial pyramid, 100, 1, 5, 100, RGB, 0, nearest neighbor, 5, 0.520667 
spatial pyramid, 100, 1, 5, 100, RGB, 0, nearest neighbor, 6, 0.516667 
spatial pyramid, 100, 1, 5, 100, RGB, 0, nearest neighbor, 7, 0.512667 
spatial pyramid, 100, 1, 5, 100, RGB, 0, nearest neighbor, 8, 0.514667 
spatial pyramid, 100, 1, 5, 100, RGB, 0, nearest neighbor, 9, 0.519333 
spatial pyramid, 100, 1, 5, 100, RGB, 0, nearest neighbor, 10, 0.519333 
spatial pyramid, 100, 1, 5, 100, RGB, 0, nearest neighbor, 11, 0.512000 
spatial pyramid, 100, 1, 5, 100, RGB, 0, nearest neighbor, 12, 0.524000 
spatial pyramid, 100, 1, 5, 100, RGB, 0, nearest neighbor, 13, 0.519333 
spatial pyramid, 100, 1, 5, 100, RGB, 0, nearest neighbor, 14, 0.521333 
spatial pyramid, 100, 1, 5, 100, RGB, 0, nearest neighbor, 15, 0.512000 
spatial pyramid, 200, 1, 5, 100, RGB, 0, support vector machine, 10.000000, 0.594000 
spatial pyramid, 200, 1, 5, 100, RGB, 0, support vector machine, 1.000000, 0.592000 
spatial pyramid, 200, 1, 5, 100, RGB, 0, support vector machine, 0.100000, 0.600667 
spatial pyramid, 200, 1, 5, 100, RGB, 0, support vector machine, 0.010000, 0.594000 
spatial pyramid, 200, 1, 5, 100, RGB, 0, support vector machine, 0.001000, 0.598000 
spatial pyramid, 200, 1, 5, 100, RGB, 0, support vector machine, 0.000100, 0.592667 
spatial pyramid, 200, 1, 5, 100, RGB, 0, support vector machine, 0.000010, 0.596000 
spatial pyramid, 200, 1, 5, 100, RGB, 0, support vector machine, 0.000110, 0.584667 
spatial pyramid, 200, 1, 5, 100, RGB, 0, support vector machine, 0.000010, 0.584000 
spatial pyramid, 200, 1, 5, 100, RGB, 0, support vector machine, 0.000020, 0.595333 
spatial pyramid, 200, 1, 5, 100, RGB, 0, support vector machine, 0.000030, 0.593333 
spatial pyramid, 200, 1, 5, 100, RGB, 0, support vector machine, 0.000040, 0.581333 
spatial pyramid, 200, 1, 5, 100, RGB, 0, support vector machine, 0.000050, 0.606000 
spatial pyramid, 200, 1, 5, 100, RGB, 0, nearest neighbor, 1, 0.528667 
spatial pyramid, 200, 1, 5, 100, RGB, 0, nearest neighbor, 2, 0.494000 
spatial pyramid, 200, 1, 5, 100, RGB, 0, nearest neighbor, 3, 0.506667 
spatial pyramid, 200, 1, 5, 100, RGB, 0, nearest neighbor, 4, 0.519333 
spatial pyramid, 200, 1, 5, 100, RGB, 0, nearest neighbor, 5, 0.530667 
spatial pyramid, 200, 1, 5, 100, RGB, 0, nearest neighbor, 6, 0.522000 
spatial pyramid, 200, 1, 5, 100, RGB, 0, nearest neighbor, 7, 0.526000 
spatial pyramid, 200, 1, 5, 100, RGB, 0, nearest neighbor, 8, 0.524667 
spatial pyramid, 200, 1, 5, 100, RGB, 0, nearest neighbor, 9, 0.526667 
spatial pyramid, 200, 1, 5, 100, RGB, 0, nearest neighbor, 10, 0.536000 
spatial pyramid, 200, 1, 5, 100, RGB, 0, nearest neighbor, 11, 0.540667 
spatial pyramid, 200, 1, 5, 100, RGB, 0, nearest neighbor, 12, 0.538000 
spatial pyramid, 200, 1, 5, 100, RGB, 0, nearest neighbor, 13, 0.529333 
spatial pyramid, 200, 1, 5, 100, RGB, 0, nearest neighbor, 14, 0.523333 
spatial pyramid, 200, 1, 5, 100, RGB, 0, nearest neighbor, 15, 0.525333 
spatial pyramid, 400, 1, 5, 100, RGB, 0, support vector machine, 10.000000, 0.624000 
spatial pyramid, 400, 1, 5, 100, RGB, 0, support vector machine, 1.000000, 0.618667 
spatial pyramid, 400, 1, 5, 100, RGB, 0, support vector machine, 0.100000, 0.620000 
spatial pyramid, 400, 1, 5, 100, RGB, 0, support vector machine, 0.010000, 0.626000 
spatial pyramid, 400, 1, 5, 100, RGB, 0, support vector machine, 0.001000, 0.620667 
spatial pyramid, 400, 1, 5, 100, RGB, 0, support vector machine, 0.000100, 0.624000 
spatial pyramid, 400, 1, 5, 100, RGB, 0, support vector machine, 0.000010, 0.619333 
spatial pyramid, 400, 1, 5, 100, RGB, 0, support vector machine, 0.000110, 0.620000 
spatial pyramid, 400, 1, 5, 100, RGB, 0, support vector machine, 0.000010, 0.618667 
spatial pyramid, 400, 1, 5, 100, RGB, 0, support vector machine, 0.000020, 0.618667 
spatial pyramid, 400, 1, 5, 100, RGB, 0, support vector machine, 0.000030, 0.620000 
spatial pyramid, 400, 1, 5, 100, RGB, 0, support vector machine, 0.000040, 0.618000 
spatial pyramid, 400, 1, 5, 100, RGB, 0, support vector machine, 0.000050, 0.618667 
spatial pyramid, 400, 1, 5, 100, RGB, 0, nearest neighbor, 1, 0.526000 
spatial pyramid, 400, 1, 5, 100, RGB, 0, nearest neighbor, 2, 0.488000 
spatial pyramid, 400, 1, 5, 100, RGB, 0, nearest neighbor, 3, 0.508000 
spatial pyramid, 400, 1, 5, 100, RGB, 0, nearest neighbor, 4, 0.526667 
spatial pyramid, 400, 1, 5, 100, RGB, 0, nearest neighbor, 5, 0.536667 
spatial pyramid, 400, 1, 5, 100, RGB, 0, nearest neighbor, 6, 0.544000 
spatial pyramid, 400, 1, 5, 100, RGB, 0, nearest neighbor, 7, 0.536667 
spatial pyramid, 400, 1, 5, 100, RGB, 0, nearest neighbor, 8, 0.532667 
spatial pyramid, 400, 1, 5, 100, RGB, 0, nearest neighbor, 9, 0.538000 
spatial pyramid, 400, 1, 5, 100, RGB, 0, nearest neighbor, 10, 0.538000 
spatial pyramid, 400, 1, 5, 100, RGB, 0, nearest neighbor, 11, 0.540000 
spatial pyramid, 400, 1, 5, 100, RGB, 0, nearest neighbor, 12, 0.546667 
spatial pyramid, 400, 1, 5, 100, RGB, 0, nearest neighbor, 13, 0.545333 
spatial pyramid, 400, 1, 5, 100, RGB, 0, nearest neighbor, 14, 0.540000 
spatial pyramid, 400, 1, 5, 100, RGB, 0, nearest neighbor, 15, 0.540667 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, support vector machine, 10.000000, 0.673333 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, support vector machine, 1.000000, 0.677333 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, support vector machine, 0.100000, 0.674000 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, support vector machine, 0.010000, 0.673333 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, support vector machine, 0.001000, 0.672667 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, support vector machine, 0.000100, 0.674667 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, support vector machine, 0.000010, 0.674000 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, support vector machine, 0.000110, 0.674667 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, support vector machine, 0.000010, 0.679333 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, support vector machine, 0.000020, 0.669333 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, support vector machine, 0.000030, 0.671333 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, support vector machine, 0.000040, 0.673333 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, support vector machine, 0.000050, 0.672667 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, nearest neighbor, 1, 0.509333 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, nearest neighbor, 2, 0.487333 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, nearest neighbor, 3, 0.512000 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, nearest neighbor, 4, 0.530000 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, nearest neighbor, 5, 0.524000 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, nearest neighbor, 6, 0.535333 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, nearest neighbor, 7, 0.530667 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, nearest neighbor, 8, 0.533333 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, nearest neighbor, 9, 0.539333 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, nearest neighbor, 10, 0.536000 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, nearest neighbor, 11, 0.534667 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, nearest neighbor, 12, 0.533333 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, nearest neighbor, 13, 0.531333 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, nearest neighbor, 14, 0.532667 
spatial pyramid, 1000, 1, 5, 100, RGB, 0, nearest neighbor, 15, 0.540667 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, support vector machine, 10.000000, 0.390000 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, support vector machine, 1.000000, 0.476000 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.100000, 0.470000 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.010000, 0.507333 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.001000, 0.474667 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000100, 0.471333 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000010, 0.403333 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000110, 0.465333 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000010, 0.475333 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000020, 0.476667 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000030, 0.459333 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000040, 0.498000 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000050, 0.512667 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 1, 0.476000 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 2, 0.448000 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 3, 0.476000 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 4, 0.486667 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 5, 0.485333 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 6, 0.494000 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 7, 0.495333 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 8, 0.500667 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 9, 0.497333 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 10, 0.506000 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 11, 0.510667 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 12, 0.508000 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 13, 0.514000 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 14, 0.516000 
spatial pyramid, 100, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 15, 0.508000 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, support vector machine, 10.000000, 0.556000 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, support vector machine, 1.000000, 0.548667 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.100000, 0.528667 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.010000, 0.522000 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.001000, 0.564000 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000100, 0.546000 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000010, 0.558000 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000110, 0.540000 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000010, 0.540667 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000020, 0.552667 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000030, 0.540000 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000040, 0.543333 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000050, 0.570667 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 1, 0.502667 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 2, 0.476667 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 3, 0.485333 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 4, 0.490667 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 5, 0.511333 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 6, 0.508667 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 7, 0.511333 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 8, 0.514000 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 9, 0.510000 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 10, 0.513333 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 11, 0.512667 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 12, 0.523333 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 13, 0.525333 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 14, 0.529333 
spatial pyramid, 200, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 15, 0.520000 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, support vector machine, 10.000000, 0.591333 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, support vector machine, 1.000000, 0.588667 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.100000, 0.587333 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.010000, 0.589333 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.001000, 0.585333 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000100, 0.589333 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000010, 0.582000 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000110, 0.597333 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000010, 0.594000 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000020, 0.594000 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000030, 0.593333 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000040, 0.595333 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000050, 0.596000 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 1, 0.493333 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 2, 0.489333 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 3, 0.479333 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 4, 0.504000 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 5, 0.514000 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 6, 0.522667 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 7, 0.522000 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 8, 0.531333 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 9, 0.528000 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 10, 0.529333 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 11, 0.526000 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 12, 0.528667 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 13, 0.522667 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 14, 0.522000 
spatial pyramid, 400, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 15, 0.525333 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, support vector machine, 10.000000, 0.658000 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, support vector machine, 1.000000, 0.651333 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.100000, 0.655333 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.010000, 0.657333 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.001000, 0.660667 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000100, 0.657333 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000010, 0.650667 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000110, 0.654667 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000010, 0.649333 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000020, 0.656667 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000030, 0.654667 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000040, 0.653333 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, support vector machine, 0.000050, 0.655333 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 1, 0.476000 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 2, 0.480667 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 3, 0.480000 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 4, 0.497333 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 5, 0.500667 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 6, 0.499333 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 7, 0.501333 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 8, 0.508000 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 9, 0.505333 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 10, 0.514000 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 11, 0.516000 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 12, 0.518000 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 13, 0.514667 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 14, 0.506000 
spatial pyramid, 1000, 1, 5, 200, GRAYSCALE, 0, nearest neighbor, 15, 0.508000 
spatial pyramid, 100, 1, 5, 200, RGB, 0, support vector machine, 10.000000, 0.555333 
spatial pyramid, 100, 1, 5, 200, RGB, 0, support vector machine, 1.000000, 0.573333 
spatial pyramid, 100, 1, 5, 200, RGB, 0, support vector machine, 0.100000, 0.557333 
