FEATURE,VOCAB_SIZE,MAX_LEVEL,FEATURE_STEP_SIZE,STEP_SIZE,COLOUR_SPACE,USE_PHOW,CLASSIFIER,k/LAMBDA,accuracy
spatial pyramid, 100, 3, 5, 100, RGB, 1, nearest neighbor, 9, 0.532667 
spatial pyramid, 100, 3, 5, 100, RGB, 1, nearest neighbor, 10, 0.539333 
spatial pyramid, 100, 3, 5, 100, RGB, 1, nearest neighbor, 11, 0.540667 
spatial pyramid, 100, 3, 5, 100, RGB, 1, nearest neighbor, 12, 0.540000 
spatial pyramid, 100, 3, 5, 100, RGB, 1, nearest neighbor, 13, 0.536667 
spatial pyramid, 100, 3, 5, 100, RGB, 1, nearest neighbor, 14, 0.536667 
spatial pyramid, 100, 3, 5, 100, RGB, 1, nearest neighbor, 15, 0.534667 

spatial pyramid, 1000, 3, 5, 100, RGB, 1, nearest neighbor, 1, 0.508667 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, nearest neighbor, 2, 0.494000 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, nearest neighbor, 3, 0.505333 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, nearest neighbor, 4, 0.520667 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, nearest neighbor, 5, 0.532000 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, nearest neighbor, 6, 0.539333 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, nearest neighbor, 7, 0.544000 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, nearest neighbor, 8, 0.540667 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, nearest neighbor, 9, 0.540000 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, nearest neighbor, 10, 0.540667 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, nearest neighbor, 11, 0.545333 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, nearest neighbor, 12, 0.542000 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, nearest neighbor, 13, 0.543333 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, nearest neighbor, 14, 0.543333 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, nearest neighbor, 15, 0.541333 
-----------------------------------------------------------------------------------------------------------------------------------

spatial pyramid, 100, 3, 5, 10, RGB, 1, support vector machine, 10.000000, 0.621333 
spatial pyramid, 100, 3, 5, 10, RGB, 1, support vector machine, 1.000000, 0.659333 
spatial pyramid, 100, 3, 5, 10, RGB, 1, support vector machine, 0.100000, 0.614667 
spatial pyramid, 100, 3, 5, 10, RGB, 1, support vector machine, 0.010000, 0.618000 
spatial pyramid, 100, 3, 5, 10, RGB, 1, support vector machine, 0.001000, 0.628667 
spatial pyramid, 100, 3, 5, 10, RGB, 1, support vector machine, 0.000100, 0.608000 
spatial pyramid, 100, 3, 5, 10, RGB, 1, support vector machine, 0.000010, 0.627333 
spatial pyramid, 100, 3, 5, 10, RGB, 1, support vector machine, 0.000110, 0.620000 
spatial pyramid, 100, 3, 5, 10, RGB, 1, support vector machine, 0.000010, 0.622000 
spatial pyramid, 100, 3, 5, 10, RGB, 1, support vector machine, 0.000020, 0.627333 
spatial pyramid, 100, 3, 5, 10, RGB, 1, support vector machine, 0.000030, 0.607333 
spatial pyramid, 100, 3, 5, 10, RGB, 1, support vector machine, 0.000040, 0.602000 
spatial pyramid, 100, 3, 5, 10, RGB, 1, support vector machine, 0.000050, 0.616667 
spatial pyramid, 1000, 3, 5, 10, RGB, 1, support vector machine, 10.000000, 0.646667 
spatial pyramid, 1000, 3, 5, 10, RGB, 1, support vector machine, 1.000000, 0.705333 
spatial pyramid, 1000, 3, 5, 10, RGB, 1, support vector machine, 0.100000, 0.701333 
spatial pyramid, 1000, 3, 5, 10, RGB, 1, support vector machine, 0.010000, 0.703333 
spatial pyramid, 1000, 3, 5, 10, RGB, 1, support vector machine, 0.001000, 0.701333 
spatial pyramid, 1000, 3, 5, 10, RGB, 1, support vector machine, 0.000100, 0.704667 
spatial pyramid, 1000, 3, 5, 10, RGB, 1, support vector machine, 0.000010, 0.701333 
spatial pyramid, 1000, 3, 5, 10, RGB, 1, support vector machine, 0.000110, 0.702667 
spatial pyramid, 1000, 3, 5, 10, RGB, 1, support vector machine, 0.000010, 0.698667 
spatial pyramid, 1000, 3, 5, 10, RGB, 1, support vector machine, 0.000020, 0.704667 
spatial pyramid, 1000, 3, 5, 10, RGB, 1, support vector machine, 0.000030, 0.704000 
spatial pyramid, 1000, 3, 5, 10, RGB, 1, support vector machine, 0.000040, 0.700667 
spatial pyramid, 1000, 3, 5, 10, RGB, 1, support vector machine, 0.000050, 0.700667 
spatial pyramid, 100, 3, 5, 100, RGB, 1, support vector machine, 10.000000, 0.602667 
spatial pyramid, 100, 3, 5, 100, RGB, 1, support vector machine, 1.000000, 0.658000 
spatial pyramid, 100, 3, 5, 100, RGB, 1, support vector machine, 0.100000, 0.630000 
spatial pyramid, 100, 3, 5, 100, RGB, 1, support vector machine, 0.010000, 0.621333 
spatial pyramid, 100, 3, 5, 100, RGB, 1, support vector machine, 0.001000, 0.620000 
spatial pyramid, 100, 3, 5, 100, RGB, 1, support vector machine, 0.000100, 0.624667 
spatial pyramid, 100, 3, 5, 100, RGB, 1, support vector machine, 0.000010, 0.624000 
spatial pyramid, 100, 3, 5, 100, RGB, 1, support vector machine, 0.000110, 0.622000 
spatial pyramid, 100, 3, 5, 100, RGB, 1, support vector machine, 0.000010, 0.627333 
spatial pyramid, 100, 3, 5, 100, RGB, 1, support vector machine, 0.000020, 0.624000 
spatial pyramid, 100, 3, 5, 100, RGB, 1, support vector machine, 0.000030, 0.623333 
spatial pyramid, 100, 3, 5, 100, RGB, 1, support vector machine, 0.000040, 0.618000 
spatial pyramid, 100, 3, 5, 100, RGB, 1, support vector machine, 0.000050, 0.613333 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, support vector machine, 10.000000, 0.654667 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, support vector machine, 1.000000, 0.698667 
spatial pyramid, 1000, 3, 5, 100, RGB, 1, support vector machine, 0.100000, 0.705333 
