FEATURE,VOCAB_SIZE,MAX_LEVEL,FEATURE_STEP_SIZE,STEP_SIZE,COLOUR_SPACE,USE_PHOW,CLASSIFIER,k/LAMBDA,accuracy
spatial pyramid, 1000, 3, 5, 100, GRAYSCALE, 0, support vector machine, 0.100000, 0.700667 
spatial pyramid, 1000, 3, 5, 100, GRAYSCALE, 0, support vector machine, 0.010000, 0.694000 
spatial pyramid, 1000, 3, 5, 100, GRAYSCALE, 0, support vector machine, 0.001000, 0.703333 
spatial pyramid, 1000, 3, 5, 100, GRAYSCALE, 0, support vector machine, 0.000100, 0.698667 
spatial pyramid, 1000, 3, 5, 100, GRAYSCALE, 0, support vector machine, 0.000010, 0.700667 
spatial pyramid, 1000, 3, 5, 100, GRAYSCALE, 0, support vector machine, 0.000110, 0.697333 
spatial pyramid, 1000, 3, 5, 100, GRAYSCALE, 0, support vector machine, 0.000010, 0.696667 
spatial pyramid, 1000, 3, 5, 100, GRAYSCALE, 0, support vector machine, 0.000020, 0.691333 
spatial pyramid, 1000, 3, 5, 100, GRAYSCALE, 0, support vector machine, 0.000030, 0.699333 
spatial pyramid, 1000, 3, 5, 100, GRAYSCALE, 0, support vector machine, 0.000040, 0.696000 
spatial pyramid, 1000, 3, 5, 100, GRAYSCALE, 0, support vector machine, 0.000050, 0.701333 
spatial pyramid, 100, 3, 5, 100, RGB, 0, support vector machine, 10.000000, 0.595333 
spatial pyramid, 100, 3, 5, 100, RGB, 0, support vector machine, 1.000000, 0.680667 
spatial pyramid, 100, 3, 5, 100, RGB, 0, support vector machine, 0.100000, 0.681333 
spatial pyramid, 100, 3, 5, 100, RGB, 0, support vector machine, 0.010000, 0.658667 
spatial pyramid, 100, 3, 5, 100, RGB, 0, support vector machine, 0.001000, 0.646000 
spatial pyramid, 100, 3, 5, 100, RGB, 0, support vector machine, 0.000100, 0.670000 
spatial pyramid, 100, 3, 5, 100, RGB, 0, support vector machine, 0.000010, 0.670667 
spatial pyramid, 100, 3, 5, 100, RGB, 0, support vector machine, 0.000110, 0.677333 
spatial pyramid, 100, 3, 5, 100, RGB, 0, support vector machine, 0.000010, 0.666000 
spatial pyramid, 100, 3, 5, 100, RGB, 0, support vector machine, 0.000020, 0.671333 
spatial pyramid, 100, 3, 5, 100, RGB, 0, support vector machine, 0.000030, 0.666667 
spatial pyramid, 100, 3, 5, 100, RGB, 0, support vector machine, 0.000040, 0.676000 
spatial pyramid, 100, 3, 5, 100, RGB, 0, support vector machine, 0.000050, 0.676000 
spatial pyramid, 1000, 3, 5, 100, RGB, 0, support vector machine, 10.000000, 0.568000 
spatial pyramid, 1000, 3, 5, 100, RGB, 0, support vector machine, 1.000000, 0.702667 
spatial pyramid, 1000, 3, 5, 100, RGB, 0, support vector machine, 0.100000, 0.708667 
spatial pyramid, 1000, 3, 5, 100, RGB, 0, support vector machine, 0.010000, 0.711333 
spatial pyramid, 1000, 3, 5, 100, RGB, 0, support vector machine, 0.001000, 0.712000 
spatial pyramid, 1000, 3, 5, 100, RGB, 0, support vector machine, 0.000100, 0.714000 
spatial pyramid, 1000, 3, 5, 100, RGB, 0, support vector machine, 0.000010, 0.710000 
spatial pyramid, 1000, 3, 5, 100, RGB, 0, support vector machine, 0.000110, 0.704000 
spatial pyramid, 1000, 3, 5, 100, RGB, 0, support vector machine, 0.000010, 0.710667 
spatial pyramid, 1000, 3, 5, 100, RGB, 0, support vector machine, 0.000020, 0.708000 
spatial pyramid, 1000, 3, 5, 100, RGB, 0, support vector machine, 0.000030, 0.710667 
spatial pyramid, 1000, 3, 5, 100, RGB, 0, support vector machine, 0.000040, 0.707333 
spatial pyramid, 1000, 3, 5, 100, RGB, 0, support vector machine, 0.000050, 0.710000 
