FEATURE,VOCAB_SIZE,FEATURE_STEP_SIZE,STEP_SIZE,COLOUR_SPACE,CLASSIFIER,k/Lambda,accuracy
spatial pyramid, 400, 5, 10, RGB, nearest neighbor, 11.000000, 0.541333 
spatial pyramid, 400, 5, 10, RGB, nearest neighbor, 12.000000, 0.540000 
spatial pyramid, 400, 5, 10, RGB, nearest neighbor, 13.000000, 0.545333 
spatial pyramid, 400, 5, 10, RGB, nearest neighbor, 14.000000, 0.546667 
spatial pyramid, 400, 5, 10, RGB, nearest neighbor, 15.000000, 0.554000 
spatial pyramid, 1000, 5, 10, GRAYSCALE, support vector machine, 10.000000, 0.647333 
spatial pyramid, 1000, 5, 10, GRAYSCALE, support vector machine, 1.000000, 0.644667 
spatial pyramid, 1000, 5, 10, GRAYSCALE, support vector machine, 0.100000, 0.640667 
spatial pyramid, 1000, 5, 10, GRAYSCALE, support vector machine, 0.010000, 0.648000 
spatial pyramid, 1000, 5, 10, GRAYSCALE, support vector machine, 0.001000, 0.643333 
spatial pyramid, 1000, 5, 10, GRAYSCALE, support vector machine, 0.000100, 0.648000 
spatial pyramid, 1000, 5, 10, GRAYSCALE, support vector machine, 0.000010, 0.647333 
spatial pyramid, 1000, 5, 10, GRAYSCALE, support vector machine, 0.000110, 0.648667 
spatial pyramid, 1000, 5, 10, GRAYSCALE, support vector machine, 0.000010, 0.648667 
spatial pyramid, 1000, 5, 10, GRAYSCALE, support vector machine, 0.000020, 0.650667 
spatial pyramid, 1000, 5, 10, GRAYSCALE, support vector machine, 0.000030, 0.641333 
spatial pyramid, 1000, 5, 10, GRAYSCALE, support vector machine, 0.000040, 0.644667 
spatial pyramid, 1000, 5, 10, GRAYSCALE, support vector machine, 0.000050, 0.650667 
spatial pyramid, 1000, 5, 10, GRAYSCALE, nearest neighbor, 1.000000, 0.476000 
spatial pyramid, 1000, 5, 10, GRAYSCALE, nearest neighbor, 2.000000, 0.495333 
spatial pyramid, 1000, 5, 10, GRAYSCALE, nearest neighbor, 3.000000, 0.502667 
spatial pyramid, 1000, 5, 10, GRAYSCALE, nearest neighbor, 4.000000, 0.514667 
spatial pyramid, 1000, 5, 10, GRAYSCALE, nearest neighbor, 5.000000, 0.509333 
spatial pyramid, 1000, 5, 10, GRAYSCALE, nearest neighbor, 6.000000, 0.520667 
spatial pyramid, 1000, 5, 10, GRAYSCALE, nearest neighbor, 7.000000, 0.514000 
spatial pyramid, 1000, 5, 10, GRAYSCALE, nearest neighbor, 8.000000, 0.514000 
spatial pyramid, 1000, 5, 10, GRAYSCALE, nearest neighbor, 9.000000, 0.509333 
spatial pyramid, 1000, 5, 10, GRAYSCALE, nearest neighbor, 10.000000, 0.517333 
spatial pyramid, 1000, 5, 10, GRAYSCALE, nearest neighbor, 11.000000, 0.508667 
spatial pyramid, 1000, 5, 10, GRAYSCALE, nearest neighbor, 12.000000, 0.508667 
spatial pyramid, 1000, 5, 10, GRAYSCALE, nearest neighbor, 13.000000, 0.507333 
spatial pyramid, 1000, 5, 10, GRAYSCALE, nearest neighbor, 14.000000, 0.507333 
spatial pyramid, 1000, 5, 10, GRAYSCALE, nearest neighbor, 15.000000, 0.507333 
spatial pyramid, 1000, 5, 10, RGB, support vector machine, 10.000000, 0.664667 
spatial pyramid, 1000, 5, 10, RGB, support vector machine, 1.000000, 0.664667 
spatial pyramid, 1000, 5, 10, RGB, support vector machine, 0.100000, 0.663333 
spatial pyramid, 1000, 5, 10, RGB, support vector machine, 0.010000, 0.662667 
spatial pyramid, 1000, 5, 10, RGB, support vector machine, 0.001000, 0.660667 
spatial pyramid, 1000, 5, 10, RGB, support vector machine, 0.000100, 0.663333 
spatial pyramid, 1000, 5, 10, RGB, support vector machine, 0.000010, 0.663333 
spatial pyramid, 1000, 5, 10, RGB, support vector machine, 0.000110, 0.663333 
spatial pyramid, 1000, 5, 10, RGB, support vector machine, 0.000010, 0.662000 
spatial pyramid, 1000, 5, 10, RGB, support vector machine, 0.000020, 0.662000 
spatial pyramid, 1000, 5, 10, RGB, support vector machine, 0.000030, 0.662000 
spatial pyramid, 1000, 5, 10, RGB, support vector machine, 0.000040, 0.664667 
spatial pyramid, 1000, 5, 10, RGB, support vector machine, 0.000050, 0.666667 
spatial pyramid, 1000, 5, 10, RGB, nearest neighbor, 1.000000, 0.516000 
spatial pyramid, 1000, 5, 10, RGB, nearest neighbor, 2.000000, 0.492667 
spatial pyramid, 1000, 5, 10, RGB, nearest neighbor, 3.000000, 0.524667 
spatial pyramid, 1000, 5, 10, RGB, nearest neighbor, 4.000000, 0.522667 
spatial pyramid, 1000, 5, 10, RGB, nearest neighbor, 5.000000, 0.530667 
spatial pyramid, 1000, 5, 10, RGB, nearest neighbor, 6.000000, 0.529333 
spatial pyramid, 1000, 5, 10, RGB, nearest neighbor, 7.000000, 0.539333 
spatial pyramid, 1000, 5, 10, RGB, nearest neighbor, 8.000000, 0.538000 
spatial pyramid, 1000, 5, 10, RGB, nearest neighbor, 9.000000, 0.533333 
spatial pyramid, 1000, 5, 10, RGB, nearest neighbor, 10.000000, 0.536000 
spatial pyramid, 1000, 5, 10, RGB, nearest neighbor, 11.000000, 0.530000 
spatial pyramid, 1000, 5, 10, RGB, nearest neighbor, 12.000000, 0.530667 
spatial pyramid, 1000, 5, 10, RGB, nearest neighbor, 13.000000, 0.534000 
spatial pyramid, 1000, 5, 10, RGB, nearest neighbor, 14.000000, 0.540667 
spatial pyramid, 1000, 5, 10, RGB, nearest neighbor, 15.000000, 0.540667 
